Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Format,Toss Winner,Toss Decision,Random Toss Decision
Australia,India,Australia,9 wickets,Melbourne,"Dec 26-30, 2003",Test # 1678,Test ,Australia,Bat,Bowl
Australia,India,India,4 wickets,Adelaide,"Dec 12-16, 2003",Test # 1673,Test ,Australia,Bat,Bat
Australia,India,drawn,,Brisbane,"Dec 4-8, 2003",Test # 1671,Test ,Australia,Bat,Bowl
India,Australia,India,2 wickets,Chennai,"Mar 18-22, 2001",Test # 1539,Test ,India,Bat,Bat
India,Australia,India,171 runs,Eden Gardens,"Mar 11-15, 2001",Test # 1535,Test ,India,Bat,Bat
India,Australia,Australia,10 wickets,Wankhede,"Feb 27-Mar 1, 2001",Test # 1531,Test ,India,Bat,Bat
Australia,India,Australia,inns & 141 runs,Sydney,"Jan 2-4, 2000",Test # 1481,Test ,Australia,Bat,Bat
Australia,India,Australia,180 runs,Melbourne,"Dec 26-30, 1999",Test # 1479,Test ,Australia,Bat,Bowl
Australia,India,Australia,285 runs,Adelaide,"Dec 10-14, 1999",Test # 1476,Test ,Australia,Bat,Bowl
India,Australia,Australia,8 wickets,Bengaluru,"Mar 25-28, 1998",Test # 1413,Test ,India,Bat,Bowl
India,Australia,India,inns & 219 runs,Eden Gardens,"Mar 18-21, 1998",Test # 1409,Test ,India,Bat,Bat
India,Australia,India,179 runs,Chennai,"Mar 6-10, 1998",Test # 1405,Test ,India,Bat,Bowl
India,Australia,India,7 wickets,Delhi,"Oct 10-13, 1996",Test # 1335,Test ,India,Bat,Bowl
Australia,India,Australia,300 runs,W.A.C.A,"Feb 1-5, 1992",Test # 1186,Test ,Australia,Bat,Bowl
Australia,India,Australia,38 runs,Adelaide,"Jan 25-29, 1992",Test # 1184,Test ,Australia,Bat,Bat
Australia,India,drawn,,Sydney,"Jan 2-6, 1992",Test # 1181,Test ,Australia,Bat,Bat
Australia,India,Australia,8 wickets,Melbourne,"Dec 26-29, 1991",Test # 1180,Test ,Australia,Bat,Bat
Australia,India,Australia,10 wickets,Brisbane,"Nov 29-Dec 2, 1991",Test # 1177,Test ,Australia,Bat,Bowl
India,Australia,drawn,,Wankhede,"Oct 15-19, 1986",Test # 1054,Test ,India,Bat,Bowl
India,Australia,drawn,,Delhi,"Sep 26-30, 1986",Test # 1053,Test ,India,Bat,Bowl
India,Australia,tied,,Chennai,"Sep 18-22, 1986",Test # 1052,Test ,India,Bat,Bat
Australia,India,drawn,,Sydney,"Jan 2-6, 1986",Test # 1034,Test ,Australia,Bat,Bat
Australia,India,drawn,,Melbourne,"Dec 26-30, 1985",Test # 1033,Test ,Australia,Bat,Bowl
Australia,India,drawn,,Adelaide,"Dec 13-17, 1985",Test # 1032,Test ,Australia,Bat,Bat
Australia,India,India,59 runs,Melbourne,"Feb 7-11, 1981",Test # 895,Test ,Australia,Bat,Bat
Australia,India,drawn,,Adelaide,"Jan 23-27, 1981",Test # 894,Test ,Australia,Bat,Bat
Australia,India,Australia,inns & 4 runs,Sydney,"Jan 2-4, 1981",Test # 893,Test ,Australia,Bat,Bat
India,Australia,India,inns & 100 runs,Wankhede,"Nov 3-7, 1979",Test # 860,Test ,India,Bat,Bowl
India,Australia,drawn,,Eden Gardens,"Oct 26-31, 1979",Test # 859,Test ,India,Bat,Bat
India,Australia,drawn,,Delhi,"Oct 13-18, 1979",Test # 858,Test ,India,Bat,Bat
India,Australia,India,153 runs,Kanpur,"Oct 2-7, 1979",Test # 857,Test ,India,Bat,Bat
India,Australia,drawn,,Bengaluru,"Sep 19-24, 1979",Test # 856,Test ,India,Bat,Bat
India,Australia,drawn,,Chennai,"Sep 11-16, 1979",Test # 855,Test ,India,Bat,Bowl
Australia,India,Australia,47 runs,Adelaide,"Jan 28-Feb 3, 1978",Test # 816,Test ,Australia,Bat,Bowl
Australia,India,India,inns & 2 runs,Sydney,"Jan 7-12, 1978",Test # 814,Test ,Australia,Bat,Bat
Australia,India,India,222 runs,Melbourne,"Dec 30, 1977 - Jan 4, 1978",Test # 812,Test ,Australia,Bat,Bat
Australia,India,Australia,2 wickets,W.A.C.A,"Dec 16-21, 1977",Test # 811,Test ,Australia,Bat,Bat
Australia,India,Australia,16 runs,Brisbane,"Dec 2-6, 1977",Test # 809,Test ,Australia,Bat,Bat
India,Australia,Australia,77 runs,Chennai,"Dec 24-28, 1969",Test # 669,Test ,India,Bat,Bat
India,Australia,Australia,10 wickets,Eden Gardens,"Dec 12-16, 1969",Test # 668,Test ,India,Bat,Bat
India,Australia,India,7 wickets,Delhi,"Nov 28-Dec 2, 1969",Test # 667,Test ,India,Bat,Bowl
India,Australia,drawn,,Kanpur,"Nov 15-20, 1969",Test # 666,Test ,India,Bat,Bat
India,Australia,Australia,8 wickets,Brabourne,"Nov 4-9, 1969",Test # 664,Test ,India,Bat,Bowl
Australia,India,Australia,144 runs,Sydney,"Jan 26-31, 1968",Test # 628,Test ,Australia,Bat,Bowl
Australia,India,Australia,39 runs,Brisbane,"Jan 19-24, 1968",Test # 626,Test ,Australia,Bat,Bat
Australia,India,Australia,inns & 4 runs,Melbourne,"Dec 30, 1967 - Jan 3, 1968",Test # 625,Test ,Australia,Bat,Bowl
Australia,India,Australia,146 runs,Adelaide,"Dec 23-28, 1967",Test # 624,Test ,Australia,Bat,Bowl
India,Australia,drawn,,Eden Gardens,"Oct 17-22, 1964",Test # 568,Test ,India,Bat,Bowl
India,Australia,India,2 wickets,Brabourne,"Oct 10-15, 1964",Test # 567,Test ,India,Bat,Bowl
India,Australia,Australia,139 runs,Chennai,"Oct 2-7, 1964",Test # 566,Test ,India,Bat,Bowl
India,Australia,drawn,,Eden Gardens,"Jan 23-28, 1960",Test # 487,Test ,India,Bat,Bowl
India,Australia,Australia,inns & 55 runs,Chennai,"Jan 13-17, 1960",Test # 486,Test ,India,Bat,Bat
India,Australia,drawn,,Brabourne,"Jan 1-6, 1960",Test # 484,Test ,India,Bat,Bowl
India,Australia,India,119 runs,Kanpur,"Dec 19-24, 1959",Test # 483,Test ,India,Bat,Bowl
India,Australia,Australia,inns & 127 runs,Delhi,"Dec 12-16, 1959",Test # 482,Test ,India,Bat,Bowl
India,Australia,Australia,94 runs,Eden Gardens,"Nov 2-6, 1956",Test # 433,Test ,India,Bat,Bat
India,Australia,drawn,,Brabourne,"Oct 26-31, 1956",Test # 432,Test ,India,Bat,Bowl
India,Australia,Australia,inns & 5 runs,Chennai,"Oct 19-23, 1956",Test # 431,Test ,India,Bat,Bat
Australia,India,Australia,inns & 177 runs,Melbourne,"Feb 6-10, 1948",Test # 295,Test ,Australia,Bat,Bowl
Australia,India,Australia,inns & 16 runs,Adelaide,"Jan 23-28, 1948",Test # 294,Test ,Australia,Bat,Bat
Australia,India,Australia,233 runs,Melbourne,"Jan 1-5, 1948",Test # 292,Test ,Australia,Bat,Bat
Australia,India,drawn,,Sydney,"Dec 12-18, 1947",Test # 291,Test ,Australia,Bat,Bowl
Australia,India,Australia,inns & 226 runs,Brisbane,"Nov 28-Dec 4, 1947",Test # 290,Test ,Australia,Bat,Bowl
Australia,India,India,4 wickets,Dubai (DICS),4-Mar-25,ODI # 4853,ODI ,Australia,Bat,Bat
India,Australia,Australia,6 wickets,Ahmedabad,19-Nov-23,ODI # 4705,ODI ,India,Bat,Bowl
India,Australia,India,6 wickets,Chennai,8-Oct-23,ODI # 4662,ODI ,India,Bat,Bat
India,Australia,Australia,66 runs,Rajkot,27-Sep-23,ODI # 4657,ODI ,India,Bat,Bat
India,Australia,India,99 runs,Indore,24-Sep-23,ODI # 4654,ODI ,India,Bat,Bat
India,Australia,India,5 wickets,Mohali,22-Sep-23,ODI # 4651,ODI ,India,Bat,Bat
India,Australia,Australia,21 runs,Chennai,22-Mar-23,ODI # 4545,ODI ,India,Bat,Bat
India,Australia,Australia,10 wickets,Visakhapatnam,19-Mar-23,ODI # 4541,ODI ,India,Bat,Bowl
India,Australia,India,5 wickets,Wankhede,17-Mar-23,ODI # 4538,ODI ,India,Bat,Bat
Australia,India,India,13 runs,Canberra,2-Dec-20,ODI # 4267,ODI ,Australia,Bat,Bat
Australia,India,Australia,51 runs,Sydney,29-Nov-20,ODI # 4266,ODI ,Australia,Bat,Bowl
Australia,India,Australia,66 runs,Sydney,27-Nov-20,ODI # 4265,ODI ,Australia,Bat,Bat
India,Australia,India,7 wickets,Bengaluru,19-Jan-20,ODI # 4233,ODI ,India,Bat,Bowl
India,Australia,India,36 runs,Rajkot,17-Jan-20,ODI # 4232,ODI ,India,Bat,Bowl
India,Australia,Australia,10 wickets,Wankhede,14-Jan-20,ODI # 4231,ODI ,India,Bat,Bowl
Australia,India,India,36 runs,The Oval,9-Jun-19,ODI # 4155,ODI ,Australia,Bat,Bat
India,Australia,Australia,35 runs,Delhi,13-Mar-19,ODI # 4113,ODI ,India,Bat,Bat
India,Australia,Australia,4 wickets,Mohali,10-Mar-19,ODI # 4111,ODI ,India,Bat,Bat
India,Australia,Australia,32 runs,Ranchi,8-Mar-19,ODI # 4109,ODI ,India,Bat,Bowl
India,Australia,India,8 runs,Nagpur,5-Mar-19,ODI # 4106,ODI ,India,Bat,Bat
India,Australia,India,6 wickets,Hyderabad,2-Mar-19,ODI # 4102,ODI ,India,Bat,Bowl
Australia,India,India,7 wickets,Melbourne,18-Jan-19,ODI # 4079,ODI ,Australia,Bat,Bat
Australia,India,India,6 wickets,Adelaide,15-Jan-19,ODI # 4078,ODI ,Australia,Bat,Bowl
Australia,India,Australia,34 runs,Sydney,12-Jan-19,ODI # 4077,ODI ,Australia,Bat,Bat
India,Australia,India,7 wickets,Nagpur,1-Oct-17,ODI # 3919,ODI ,India,Bat,Bat
India,Australia,Australia,21 runs,Bengaluru,28-Sep-17,ODI # 3917,ODI ,India,Bat,Bat
India,Australia,India,5 wickets,Indore,24-Sep-17,ODI # 3914,ODI ,India,Bat,Bowl
India,Australia,India,50 runs,Eden Gardens,21-Sep-17,ODI # 3912,ODI ,India,Bat,Bowl
India,Australia,India,26 runs,Chennai,17-Sep-17,ODI # 3910,ODI ,India,Bat,Bat
Australia,India,India,6 wickets,Sydney,23-Jan-16,ODI # 3727,ODI ,Australia,Bat,Bat
Australia,India,Australia,25 runs,Canberra,20-Jan-16,ODI # 3726,ODI ,Australia,Bat,Bowl
Australia,India,Australia,3 wickets,Melbourne,17-Jan-16,ODI # 3725,ODI ,Australia,Bat,Bowl
Australia,India,Australia,7 wickets,Brisbane,15-Jan-16,ODI # 3724,ODI ,Australia,Bat,Bowl
Australia,India,Australia,5 wickets,W.A.C.A,12-Jan-16,ODI # 3723,ODI ,Australia,Bat,Bat
Australia,India,Australia,95 runs,Sydney,26-Mar-15,ODI # 3645,ODI ,Australia,Bat,Bowl
Australia,India,no result,,Sydney,26-Jan-15,ODI # 3592,ODI ,Australia,Bat,Bat
Australia,India,Australia,4 wickets,Melbourne,18-Jan-15,ODI # 3582,ODI ,Australia,Bat,Bowl
India,Australia,India,57 runs,Bengaluru,2-Nov-13,ODI # 3428,ODI ,India,Bat,Bat
India,Australia,India,6 wickets,Nagpur,30-Oct-13,ODI # 3424,ODI ,India,Bat,Bowl
India,Australia,no result,,Ranchi,23-Oct-13,ODI # 3422,ODI ,India,Bat,Bowl
India,Australia,Australia,4 wickets,Mohali,19-Oct-13,ODI # 3421,ODI ,India,Bat,Bowl
India,Australia,India,9 wickets,Jaipur,16-Oct-13,ODI # 3420,ODI ,India,Bat,Bowl
India,Australia,Australia,72 runs,Pune,13-Oct-13,ODI # 3419,ODI ,India,Bat,Bowl
Australia,India,Australia,87 runs,Sydney,26-Feb-12,ODI # 3250,ODI ,Australia,Bat,Bat
Australia,India,Australia,110 runs,Brisbane,19-Feb-12,ODI # 3244,ODI ,Australia,Bat,Bowl
Australia,India,India,4 wickets,Adelaide,12-Feb-12,ODI # 3237,ODI ,Australia,Bat,Bowl
Australia,India,Australia,65 runs,Melbourne,5-Feb-12,ODI # 3231,ODI ,Australia,Bat,Bowl
India,Australia,India,5 wickets,Ahmedabad,24-Mar-11,ODI # 3143,ODI ,India,Bat,Bat
India,Australia,India,5 wickets,Visakhapatnam,20-Oct-10,ODI # 3060,ODI ,India,Bat,Bowl
India,Australia,Australia,6 wickets,Guwahati,8-Nov-09,ODI # 2925,ODI ,India,Bat,Bat
India,Australia,Australia,3 runs,Hyderabad,5-Nov-09,ODI # 2923,ODI ,India,Bat,Bowl
India,Australia,Australia,24 runs,Mohali,2-Nov-09,ODI # 2919,ODI ,India,Bat,Bowl
India,Australia,India,6 wickets,Delhi,31-Oct-09,ODI # 2918,ODI ,India,Bat,Bat
India,Australia,India,99 runs,Nagpur,28-Oct-09,ODI # 2915,ODI ,India,Bat,Bowl
India,Australia,Australia,4 runs,Vadodara,25-Oct-09,ODI # 2913,ODI ,India,Bat,Bat
Australia,India,no result,,Centurion,28-Sep-09,ODI # 2901,ODI ,Australia,Bat,Bat
Australia,India,India,9 runs,Brisbane,4-Mar-08,ODI # 2689,ODI ,Australia,Bat,Bowl
Australia,India,India,6 wickets,Sydney,2-Mar-08,ODI # 2688,ODI ,Australia,Bat,Bat
Australia,India,Australia,18 runs,Sydney,24-Feb-08,ODI # 2685,ODI ,Australia,Bat,Bowl
Australia,India,Australia,50 runs,Adelaide,17-Feb-08,ODI # 2680,ODI ,Australia,Bat,Bowl
Australia,India,India,5 wickets,Melbourne,10-Feb-08,ODI # 2675,ODI ,Australia,Bat,Bat
Australia,India,no result,,Brisbane,3-Feb-08,ODI # 2670,ODI ,Australia,Bat,Bat
India,Australia,India,2 wickets,Wankhede,17-Oct-07,ODI # 2632,ODI ,India,Bat,Bat
India,Australia,Australia,18 runs,Nagpur,14-Oct-07,ODI # 2631,ODI ,India,Bat,Bat
India,Australia,Australia,9 wickets,Vadodara,11-Oct-07,ODI # 2629,ODI ,India,Bat,Bowl
India,Australia,India,8 runs,Chandigarh,8-Oct-07,ODI # 2627,ODI ,India,Bat,Bowl
India,Australia,Australia,47 runs,Hyderabad,5-Oct-07,ODI # 2625,ODI ,India,Bat,Bat
India,Australia,Australia,84 runs,Kochi,2-Oct-07,ODI # 2623,ODI ,India,Bat,Bowl
India,Australia,no result,,Bengaluru,29-Sep-07,ODI # 2621,ODI ,India,Bat,Bowl
India,Australia,Australia,6 wickets,Mohali,29-Oct-06,ODI # 2440,ODI ,India,Bat,Bowl
Australia,India,Australia,18 runs,Kuala Lumpur,22-Sep-06,ODI # 2421,ODI ,Australia,Bat,Bowl
Australia,India,no result,,Kuala Lumpur,16-Sep-06,ODI # 2416,ODI ,Australia,Bat,Bat
Australia,India,no result,,Amstelveen,23-Aug-04,ODI # 2159,ODI ,Australia,Bat,Bat
Australia,India,Australia,208 runs,Sydney,8-Feb-04,ODI # 2098,ODI ,Australia,Bat,Bowl
Australia,India,Australia,7 wickets,Melbourne,6-Feb-04,ODI # 2097,ODI ,Australia,Bat,Bat
Australia,India,Australia,5 wickets,W.A.C.A,1-Feb-04,ODI # 2093,ODI ,Australia,Bat,Bat
Australia,India,Australia,2 wickets,Sydney,22-Jan-04,ODI # 2086,ODI ,Australia,Bat,Bat
Australia,India,India,19 runs,Brisbane,18-Jan-04,ODI # 2084,ODI ,Australia,Bat,Bowl
Australia,India,Australia,18 runs,Melbourne,9-Jan-04,ODI # 2077,ODI ,Australia,Bat,Bowl
India,Australia,Australia,37 runs,Eden Gardens,18-Nov-03,ODI # 2064,ODI ,India,Bat,Bowl
India,Australia,Australia,61 runs,Bengaluru,12-Nov-03,ODI # 2061,ODI ,India,Bat,Bat
India,Australia,Australia,77 runs,Wankhede,1-Nov-03,ODI # 2054,ODI ,India,Bat,Bowl
India,Australia,India,37 runs,Gwalior,26-Oct-03,ODI # 2052,ODI ,India,Bat,Bowl
Australia,India,Australia,125 runs,Johannesburg,23-Mar-03,ODI # 1993,ODI ,Australia,Bat,Bat
Australia,India,Australia,9 wickets,Centurion,15-Feb-03,ODI # 1951,ODI ,Australia,Bat,Bowl
India,Australia,Australia,4 wickets,Margao,6-Apr-01,ODI # 1701,ODI ,India,Bat,Bowl
India,Australia,Australia,93 runs,Visakhapatnam,3-Apr-01,ODI # 1700,ODI ,India,Bat,Bat
India,Australia,India,118 runs,Indore,31-Mar-01,ODI # 1699,ODI ,India,Bat,Bat
India,Australia,Australia,8 wickets,Pune,28-Mar-01,ODI # 1698,ODI ,India,Bat,Bat
India,Australia,India,60 runs,Bengaluru,25-Mar-01,ODI # 1696,ODI ,India,Bat,Bowl
Australia,India,India,20 runs,Nairobi (Gym),7-Oct-00,ODI # 1633,ODI ,Australia,Bat,Bowl
Australia,India,Australia,4 wickets,W.A.C.A,30-Jan-00,ODI # 1552,ODI ,Australia,Bat,Bowl
Australia,India,Australia,152 runs,Adelaide,26-Jan-00,ODI # 1548,ODI ,Australia,Bat,Bat
Australia,India,Australia,5 wickets,Sydney,14-Jan-00,ODI # 1540,ODI ,Australia,Bat,Bat
Australia,India,Australia,28 runs,Melbourne,12-Jan-00,ODI # 1539,ODI ,Australia,Bat,Bowl
Australia,India,Australia,41 runs,Colombo (SSC),28-Aug-99,ODI # 1489,ODI ,Australia,Bat,Bowl
Australia,India,Australia,8 wickets,Galle,23-Aug-99,ODI # 1486,ODI ,Australia,Bat,Bat
Australia,India,Australia,77 runs,The Oval,4-Jun-99,ODI # 1473,ODI ,Australia,Bat,Bat
Australia,India,India,44 runs,Dhaka,28-Oct-98,ODI # 1360,ODI ,Australia,Bat,Bat
Australia,India,India,6 wickets,Sharjah,24-Apr-98,ODI # 1327,ODI ,Australia,Bat,Bat
Australia,India,Australia,26 runs,Sharjah,22-Apr-98,ODI # 1325,ODI ,Australia,Bat,Bowl
Australia,India,Australia,58 runs,Sharjah,19-Apr-98,ODI # 1322,ODI ,Australia,Bat,Bat
India,Australia,Australia,4 wickets,Delhi,14-Apr-98,ODI # 1316,ODI ,India,Bat,Bowl
India,Australia,India,6 wickets,Kanpur,7-Apr-98,ODI # 1308,ODI ,India,Bat,Bowl
India,Australia,India,41 runs,Kochi,1-Apr-98,ODI # 1300,ODI ,India,Bat,Bowl
India,Australia,India,5 runs,Mohali,3-Nov-96,ODI # 1137,ODI ,India,Bat,Bat
India,Australia,India,2 wickets,Bengaluru,21-Oct-96,ODI # 1129,ODI ,India,Bat,Bat
Australia,India,Australia,3 wickets,Colombo (SSC),6-Sep-96,ODI # 1113,ODI ,Australia,Bat,Bat
India,Australia,Australia,16 runs,Wankhede,27-Feb-96,ODI # 1065,ODI ,India,Bat,Bat
Australia,India,India,5 wickets,Dunedin,22-Feb-95,ODI # 979,ODI ,Australia,Bat,Bowl
Australia,India,India,31 runs,Colombo (RPS),9-Sep-94,ODI # 924,ODI ,Australia,Bat,Bat
Australia,India,India,7 wickets,Sharjah,19-Apr-94,ODI # 910,ODI ,Australia,Bat,Bat
Australia,India,Australia,1 run,Brisbane,1-Mar-92,ODI # 725,ODI ,Australia,Bat,Bowl
Australia,India,Australia,6 runs,Sydney,20-Jan-92,ODI # 711,ODI ,Australia,Bat,Bat
Australia,India,Australia,88 runs,Melbourne,18-Jan-92,ODI # 709,ODI ,Australia,Bat,Bowl
Australia,India,Australia,9 wickets,Sydney,14-Jan-92,ODI # 705,ODI ,Australia,Bat,Bowl
Australia,India,Australia,6 wickets,Adelaide,15-Dec-91,ODI # 697,ODI ,Australia,Bat,Bowl
Australia,India,Australia,8 wickets,Hobart,10-Dec-91,ODI # 694,ODI ,Australia,Bat,Bowl
Australia,India,India,107 runs,W.A.C.A,8-Dec-91,ODI # 693,ODI ,Australia,Bat,Bowl
Australia,India,Australia,7 wickets,Hamilton,8-Mar-90,ODI # 618,ODI ,Australia,Bat,Bowl
Australia,India,Australia,18 runs,Christchurch,3-Mar-90,ODI # 613,ODI ,Australia,Bat,Bowl
India,Australia,India,3 wickets,Bengaluru,27-Oct-89,ODI # 587,ODI ,India,Bat,Bowl
India,Australia,India,56 runs,Delhi,22-Oct-87,ODI # 465,ODI ,India,Bat,Bat
India,Australia,Australia,1 run,Chennai,9-Oct-87,ODI # 453,ODI ,India,Bat,Bat
Australia,India,India,7 wickets,Sharjah,5-Apr-87,ODI # 444,ODI ,Australia,Bat,Bat
India,Australia,Australia,7 wickets,Rajkot,7-Oct-86,ODI # 395,ODI ,India,Bat,Bat
India,Australia,India,52 runs,Ahmedabad,5-Oct-86,ODI # 394,ODI ,India,Bat,Bowl
India,Australia,India,3 wickets,Delhi,2-Oct-86,ODI # 393,ODI ,India,Bat,Bat
India,Australia,no result,,Hyderabad (Deccan),24-Sep-86,ODI # 392,ODI ,India,Bat,Bowl
India,Australia,Australia,3 wickets,Srinagar,9-Sep-86,ODI # 391,ODI ,India,Bat,Bat
India,Australia,India,7 wickets,Jaipur,7-Sep-86,ODI # 390,ODI ,India,Bat,Bat
Australia,India,Australia,7 wickets,Melbourne,9-Feb-86,ODI # 363,ODI ,Australia,Bat,Bat
Australia,India,Australia,11 runs,Sydney,5-Feb-86,ODI # 362,ODI ,Australia,Bat,Bowl
Australia,India,India,6 wickets,Melbourne,31-Jan-86,ODI # 360,ODI ,Australia,Bat,Bat
Australia,India,Australia,36 runs,Adelaide,26-Jan-86,ODI # 357,ODI ,Australia,Bat,Bowl
Australia,India,Australia,100 runs,Sydney,21-Jan-86,ODI # 354,ODI ,Australia,Bat,Bowl
Australia,India,India,8 wickets,Melbourne,16-Jan-86,ODI # 351,ODI ,Australia,Bat,Bat
Australia,India,Australia,4 wickets,Brisbane,12-Jan-86,ODI # 349,ODI ,Australia,Bat,Bat
Australia,India,India,3 wickets,Sharjah,29-Mar-85,ODI # 325,ODI ,Australia,Bat,Bat
Australia,India,India,8 wickets,Melbourne,3-Mar-85,ODI # 315,ODI ,Australia,Bat,Bowl
India,Australia,Australia,6 wickets,Indore,6-Oct-84,ODI # 271,ODI ,India,Bat,Bat
India,Australia,Australia,7 wickets,Ahmedabad,5-Oct-84,ODI # 270,ODI ,India,Bat,Bowl
India,Australia,no result,,Jamshedpur,3-Oct-84,ODI # 269,ODI ,India,Bat,Bowl
India,Australia,no result,,Thiruvananthapuram,1-Oct-84,ODI # 268,ODI ,India,Bat,Bat
India,Australia,Australia,48 runs,New Delhi,28-Sep-84,ODI # 267,ODI ,India,Bat,Bat
Australia,India,India,118 runs,Chelmsford,20-Jun-83,ODI # 219,ODI ,Australia,Bat,Bowl
Australia,India,Australia,162 runs,Nottingham,13-Jun-83,ODI # 207,ODI ,Australia,Bat,Bowl
Australia,India,Australia,27 runs,Sydney,15-Jan-81,ODI # 108,ODI ,Australia,Bat,Bowl
Australia,India,Australia,7 wickets,Melbourne,11-Jan-81,ODI # 106,ODI ,Australia,Bat,Bat
Australia,India,Australia,9 wickets,Sydney,8-Jan-81,ODI # 104,ODI ,Australia,Bat,Bowl
Australia,India,Australia,9 wickets,Sydney,18-Dec-80,ODI # 100,ODI ,Australia,Bat,Bat
Australia,India,India,66 runs,Melbourne,6-Dec-80,ODI # 97,ODI ,Australia,Bat,Bowl
Australia,India,India,24 runs,Gros Islet,24-Jun-24,T20I # 2721,T20I ,Australia,Bat,Bowl
India,Australia,India,6 runs,Bengaluru,3-Dec-23,T20I # 2380,T20I ,India,Bat,Bat
India,Australia,India,20 runs,Raipur,1-Dec-23,T20I # 2379,T20I ,India,Bat,Bowl
India,Australia,Australia,5 wickets,Guwahati,28-Nov-23,T20I # 2372,T20I ,India,Bat,Bat
India,Australia,India,44 runs,Thiruvananthapuram,26-Nov-23,T20I # 2367,T20I ,India,Bat,Bat
India,Australia,India,2 wickets,Visakhapatnam,23-Nov-23,T20I # 2360,T20I ,India,Bat,Bowl
India,Australia,India,6 wickets,Hyderabad,25-Sep-22,T20I # 1796,T20I ,India,Bat,Bat
India,Australia,India,6 wickets,Nagpur,23-Sep-22,T20I # 1794,T20I ,India,Bat,Bat
India,Australia,Australia,4 wickets,Mohali,20-Sep-22,T20I # 1788,T20I ,India,Bat,Bowl
Australia,India,Australia,12 runs,Sydney,8-Dec-20,T20I # 1116,T20I ,Australia,Bat,Bat
Australia,India,India,6 wickets,Sydney,6-Dec-20,T20I # 1115,T20I ,Australia,Bat,Bat
Australia,India,India,11 runs,Canberra,4-Dec-20,T20I # 1114,T20I ,Australia,Bat,Bat
India,Australia,Australia,7 wickets,Bengaluru,27-Feb-19,T20I # 749,T20I ,India,Bat,Bowl
India,Australia,Australia,3 wickets,Visakhapatnam,24-Feb-19,T20I # 748,T20I ,India,Bat,Bat
Australia,India,India,6 wickets,Sydney,25-Nov-18,T20I # 714,T20I ,Australia,Bat,Bowl
Australia,India,no result,,Melbourne,23-Nov-18,T20I # 713,T20I ,Australia,Bat,Bowl
Australia,India,Australia,4 runs,Brisbane,21-Nov-18,T20I # 712,T20I ,Australia,Bat,Bat
India,Australia,Australia,8 wickets,Guwahati,10-Oct-17,T20I # 624,T20I ,India,Bat,Bat
India,Australia,India,9 wickets,Ranchi,7-Oct-17,T20I # 623,T20I ,India,Bat,Bat
India,Australia,India,6 wickets,Mohali,27-Mar-16,T20I # 553,T20I ,India,Bat,Bowl
Australia,India,India,7 wickets,Sydney,31-Jan-16,T20I # 489,T20I ,Australia,Bat,Bat
Australia,India,India,27 runs,Melbourne,29-Jan-16,T20I # 486,T20I ,Australia,Bat,Bat
Australia,India,India,37 runs,Adelaide,26-Jan-16,T20I # 485,T20I ,Australia,Bat,Bat
Australia,India,India,73 runs,Mirpur,30-Mar-14,T20I # 393,T20I ,Australia,Bat,Bat
India,Australia,India,6 wickets,Rajkot,10-Oct-13,T20I # 331,T20I ,India,Bat,Bat
Australia,India,Australia,9 wickets,Colombo (RPS),28-Sep-12,T20I # 278,T20I ,Australia,Bat,Bowl
Australia,India,India,8 wickets,Melbourne,3-Feb-12,T20I # 218,T20I ,Australia,Bat,Bowl
Australia,India,Australia,31 runs,Sydney,1-Feb-12,T20I # 217,T20I ,Australia,Bat,Bat
Australia,India,Australia,49 runs,Bridgetown,7-May-10,T20I # 165,T20I ,Australia,Bat,Bat
Australia,India,Australia,9 wickets,Melbourne,1-Feb-08,T20I # 52,T20I ,Australia,Bat,Bat
India,Australia,India,7 wickets,Brabourne,20-Oct-07,T20I # 47,T20I ,India,Bat,Bat
Australia,India,India,15 runs,Durban,22-Sep-07,T20I # 45,T20I ,Australia,Bat,Bowl
India,Bangladesh,India,7 wickets,Kanpur,"Sep 27-Oct 1, 2024",Test # 2552,Test ,India,Bat,Bat
India,Bangladesh,India,280 runs,Chennai,"Sep 19-22, 2024",Test # 2550,Test ,India,Bat,Bowl
Bangladesh,India,India,3 wickets,Mirpur,"Dec 22-25, 2022",Test # 2484,Test ,Bangladesh,Bat,Bowl
Bangladesh,India,India,188 runs,Chattogram,"Dec 14-18, 2022",Test # 2481,Test ,Bangladesh,Bat,Bat
India,Bangladesh,India,inns & 46 runs,Eden Gardens,"Nov 22-24, 2019",Test # 2369,Test ,India,Bat,Bowl
India,Bangladesh,India,inns & 130 runs,Indore,"Nov 14-16, 2019",Test # 2366,Test ,India,Bat,Bowl
India,Bangladesh,India,208 runs,Hyderabad,"Feb 9-13, 2017",Test # 2249,Test ,India,Bat,Bowl
Bangladesh,India,drawn,,Fatullah,"Jun 10-14, 2015",Test # 2165,Test ,Bangladesh,Bat,Bowl
Bangladesh,India,India,10 wickets,Mirpur,"Jan 24-27, 2010",Test # 1950,Test ,Bangladesh,Bat,Bat
Bangladesh,India,India,113 runs,Chattogram,"Jan 17-21, 2010",Test # 1949,Test ,Bangladesh,Bat,Bat
Bangladesh,India,India,inns & 239 runs,Mirpur,"May 25-27, 2007",Test # 1833,Test ,Bangladesh,Bat,Bowl
Bangladesh,India,drawn,,Chattogram,"May 18-22, 2007",Test # 1832,Test ,Bangladesh,Bat,Bat
